order_id,order_date,Month Name,region,salesperson,category,product,quantity,unit_price,sales_amount,discount,profit,profit_margin_percent,payment_mode
3039,12-03-2025,March,North,Sneha,Appliances,Air Conditioner,14,2296,32144,1663.11,5130.28,15.96,UPI
3040,18-05-2025,May,West,Rohit,Electronics,Tablet,15,33316,499740,2736.23,212017.48,42.43,UPI
3041,11-06-2026,June,West,Rahul,Office Supplies,Envelope,3,31178,93534,1373.9,38727.77,41.41,Card
3042,18-06-2025,June,Central,Arjun,Office Supplies,Pen Set,1,55384,55384,7539.04,4419.62,7.98,UPI
3043,06-04-2025,April,North,Meera,Appliances,Microwave,3,10343,31029,3446.47,10459.13,33.71,Card
3044,29-05-2026,May,East,Rohit,Appliances,Mixer,9,10463,94167,13655.78,7987.16,8.48,Cash
3045,29-10-2025,October,North,Neha,Furniture,Bookshelf,3,55101,165303,8590.63,25218.94,15.26,Card
3046,04-03-2026,March,South,Rahul,Electronics,Phone,12,22249,266988,42011.92,63075.93,23.63,Cash
3047,06-08-2025,August,Central,Sneha,Furniture,Bookshelf,2,13544,27088,4818.38,1820.58,6.72,Cash
3048,03-02-2026,February,North,Sneha,Office Supplies,Pen Set,3,33495,100485,19790.91,131.78,0.13,Net Banking
3049,31-01-2026,January,South,Meera,Appliances,Microwave,1,62389,62389,7114.26,5754.24,9.22,Net Banking
3050,27-05-2026,May,Central,Rahul,Electronics,Keyboard,14,58030,812420,111536.11,219817.8,27.06,Card
3051,24-04-2025,April,South,Sneha,Electronics,Laptop,10,62572,625720,74645.36,206810.76,33.05,UPI
3052,18-02-2025,February,South,Rohit,Office Supplies,Envelope,12,58005,696060,16378.51,239928.21,34.47,Card
3053,24-12-2025,December,East,Arjun,Furniture,Sofa,12,72473,869676,18869.8,172773.57,19.87,UPI
3054,01-06-2026,June,North,Neha,Electronics,Mouse,14,29340,410760,29149.94,133493.07,32.5,Cash
3055,28-02-2025,February,North,Vikram,Office Supplies,Envelope,1,47828,47828,6671.45,10169.57,21.26,UPI
3056,08-03-2026,March,East,Rohit,Appliances,Mixer,3,13253,39759,5357.33,6484.24,16.31,Card
3057,18-04-2025,April,West,Rahul,Furniture,Bookshelf,3,42143,126429,4826.93,25044.38,19.81,Card
3058,31-03-2025,March,Central,Priya,Furniture,Sofa,2,23651,47302,6435.91,10583.19,22.37,Net Banking
3059,04-06-2026,June,Central,Anjali,Office Supplies,Printer Paper,6,3172,19032,2575.79,2957.13,15.54,Card
3060,25-06-2026,June,Central,Kiran,Furniture,Chair,12,28049,336588,64509.78,49584.53,14.73,Cash
3061,02-03-2026,March,Central,Kiran,Appliances,Washing Machine,6,79075,474450,82188.75,5076.29,1.07,Cash
3062,15-04-2025,April,Central,Meera,Electronics,Mouse,8,21288,170304,16351.68,50757.01,29.8,UPI
3063,07-07-2025,July,North,Neha,Office Supplies,Notebook,7,44152,309064,53541.49,65661.51,21.25,Cash
3064,19-07-2025,July,North,Neha,Appliances,Air Conditioner,10,36489,364890,60774.33,61460.68,16.84,Card
3065,23-12-2025,December,West,Arjun,Furniture,Sofa,6,47770,286620,31803.35,42090.63,14.69,Cash
3066,05-06-2026,June,West,Sneha,Appliances,Microwave,13,47093,612209,62496.18,161092.43,26.31,Card
3067,18-06-2026,June,East,Vikram,Electronics,Mouse,7,24391,170737,13471.51,27142.31,15.9,UPI
3068,10-03-2025,March,West,Kiran,Appliances,Washing Machine,7,20966,146762,25097.96,20504.19,13.97,Cash
3069,11-06-2025,June,Central,Priya,Office Supplies,Notebook,13,75770,985010,157616.63,79122.56,8.03,Cash
3070,15-12-2025,December,Central,Priya,Furniture,Desk,8,74636,597088,33448.39,127068.36,21.28,UPI
3071,01-07-2025,July,North,Vikram,Appliances,Microwave,9,3940,35460,5078.8,8756.62,24.69,Card
3072,10-05-2025,May,East,Rahul,Electronics,Mouse,8,40680,325440,4545.63,115842.42,35.6,Net Banking
3073,20-12-2025,December,West,Priya,Office Supplies,Notebook,10,45699,456990,50599.41,123509.42,27.03,UPI
3074,15-09-2025,September,South,Anjali,Office Supplies,Printer Paper,6,51958,311748,20195.97,63157.52,20.26,Net Banking
3075,07-02-2026,February,Central,Meera,Office Supplies,Marker,12,27888,334656,20926.32,86763.13,25.93,Card
3076,22-06-2026,June,West,Rohit,Office Supplies,Printer Paper,15,52037,780555,137397.79,26686.68,3.42,Card
3077,17-03-2025,March,Central,Rohit,Office Supplies,Stapler,10,7860,78600,1260.73,31801.45,40.46,Card
3078,27-08-2025,August,North,Neha,Electronics,Mouse,10,14300,143000,27655.72,-1373.36,-0.96,UPI
3079,09-02-2026,February,West,Kiran,Electronics,Monitor,10,49124,491240,78829.89,116803.26,23.78,Cash
3080,31-12-2025,December,Central,Neha,Appliances,Refrigerator,7,33612,235284,26210.47,39679.48,16.86,Cash
3081,18-10-2025,October,East,Meera,Electronics,Laptop,11,50411,554521,25824.4,201437.44,36.33,Cash
3082,21-06-2026,June,Central,Rohit,Furniture,Cabinet,4,29264,117056,10248.16,25248.72,21.57,Cash
3083,16-11-2025,November,East,Rohit,Appliances,Mixer,2,62521,125042,21415.64,21367.01,17.09,Cash
3084,04-05-2025,May,Central,Sneha,Office Supplies,Envelope,5,12691,63455,3887.39,13232.72,20.85,UPI
3085,23-05-2026,May,West,Vikram,Office Supplies,Notebook,3,54855,164565,20711.27,23703.42,14.4,Cash
3086,07-05-2025,May,South,Rahul,Appliances,Refrigerator,6,66291,397746,13351.97,159440.87,40.09,Net Banking
3087,19-06-2026,June,West,Neha,Furniture,Chair,14,28826,403564,16329.04,95192.66,23.59,Cash
3088,05-05-2026,May,East,Sneha,Office Supplies,Pen Set,8,30437,243496,7062.36,88737.25,36.44,Net Banking
3089,25-04-2025,April,South,Kiran,Office Supplies,Pen Set,5,60309,301545,4713.22,95548.65,31.69,UPI
3090,23-06-2025,June,North,Neha,Electronics,Keyboard,2,70075,140150,21552.22,11426.28,8.15,Card
3091,19-04-2025,April,Central,Neha,Furniture,Cabinet,5,56135,280675,43527.17,76232.71,27.16,Net Banking
3092,09-03-2025,March,West,Meera,Office Supplies,Envelope,14,4464,62496,10089.8,12983.95,20.78,Net Banking
3093,17-04-2026,April,Central,Rohit,Appliances,Mixer,12,9271,111252,8034.81,18671.55,16.78,Card
3094,18-12-2025,December,South,Sneha,Electronics,Phone,6,65126,390756,25355.46,88294.16,22.6,Cash
3095,24-10-2025,October,East,Vikram,Furniture,Chair,10,56886,568860,15258.33,208159.7,36.59,Cash
3096,10-11-2025,November,East,Sneha,Electronics,Tablet,9,47624,428616,46111.83,43946.81,10.25,UPI
3097,26-09-2025,September,East,Rohit,Electronics,Mouse,4,31315,125260,8354.82,38216.76,30.51,Card
3098,01-04-2025,April,North,Anjali,Appliances,Washing Machine,7,60429,423003,40.17,155981.4,36.87,Cash
3099,15-11-2025,November,South,Rahul,Appliances,Mixer,7,34012,238084,15836.32,69547.95,29.21,Cash
3100,02-09-2025,September,South,Meera,Appliances,Refrigerator,10,40036,400360,36432.8,92863.27,23.19,Cash
3101,20-01-2025,January,North,Kiran,Electronics,Phone,8,30268,242144,32002.51,13100.08,5.41,UPI
3102,16-04-2026,April,Central,Priya,Electronics,Tablet,12,15594,187128,22244.41,13530.7,7.23,Card
3103,27-04-2026,April,South,Anjali,Office Supplies,Marker,7,79164,554148,92260.55,72493.89,13.08,UPI
3104,11-06-2025,June,East,Rahul,Office Supplies,Printer Paper,5,3672,18360,201.77,7097.51,38.66,UPI
3105,04-02-2026,February,Central,Vikram,Electronics,Tablet,3,1379,4137,502.26,1205.77,29.15,Cash
3106,18-04-2026,April,North,Vikram,Office Supplies,Printer Paper,4,64275,257100,45984.45,27347.8,10.64,Net Banking
3107,30-03-2026,March,Central,Neha,Appliances,Air Conditioner,5,36508,182540,28887.12,32176.32,17.63,Card
3108,13-03-2025,March,North,Sneha,Furniture,Chair,6,72150,432900,50093.58,126642.7,29.25,Net Banking
3109,23-02-2025,February,North,Rahul,Appliances,Refrigerator,15,49603,744045,137753.29,4871.03,0.65,Cash
3110,15-07-2025,July,South,Arjun,Office Supplies,Envelope,8,35523,284184,50026.23,58899.43,20.73,Net Banking
3111,24-05-2026,May,North,Arjun,Electronics,Mouse,3,46838,140514,20272.05,17640.77,12.55,Card
3112,14-01-2026,January,Central,Priya,Furniture,Sofa,14,36653,513142,9155.63,101670.48,19.81,Card
3113,29-03-2025,March,South,Sneha,Furniture,Table,6,36186,217116,27062.82,63480.12,29.24,Card
3114,14-11-2025,November,South,Rahul,Appliances,Microwave,1,54319,54319,7044.83,16826.03,30.98,Net Banking
3115,19-05-2026,May,Central,Priya,Office Supplies,Notebook,7,51333,359331,4618.19,90005.04,25.05,Cash
3116,19-12-2025,December,West,Priya,Furniture,Cabinet,2,20018,40036,3644.23,12771.1,31.9,Card
3117,12-12-2025,December,Central,Arjun,Office Supplies,Stapler,3,50199,150597,11132.94,21242.97,14.11,Net Banking
3118,06-10-2025,October,Central,Arjun,Furniture,Chair,2,48380,96760,14971.11,16948.81,17.52,Cash
3119,22-05-2025,May,North,Neha,Electronics,Laptop,1,61916,61916,1002.87,16839.85,27.2,Card
3120,01-05-2025,May,East,Kiran,Appliances,Washing Machine,12,69663,835956,140534.03,92446.62,11.06,Cash
3121,11-03-2025,March,South,Priya,Electronics,Keyboard,2,10756,21512,293.66,8876.86,41.26,Net Banking
3122,01-04-2025,April,South,Rahul,Appliances,Air Conditioner,13,78514,1020682,38000.52,266866.18,26.15,Net Banking
3123,14-04-2026,April,East,Sneha,Appliances,Microwave,13,72701,945113,105690.47,123378.86,13.05,Net Banking
3124,17-07-2025,July,Central,Arjun,Office Supplies,Stapler,15,5811,87165,7975.2,20879.38,23.95,Card
3125,19-08-2025,August,North,Rohit,Electronics,Phone,8,43131,345048,62312.93,45136.39,13.08,UPI
3126,08-07-2025,July,North,Rohit,Furniture,Chair,3,49884,149652,15299.49,30586.89,20.44,UPI
3127,12-10-2025,October,West,Vikram,Appliances,Air Conditioner,9,63520,571680,12133.33,161111.49,28.18,Cash
3128,16-09-2025,September,Central,Vikram,Furniture,Bookshelf,11,79980,879780,74549.27,228758.68,26,Card
3129,01-06-2026,June,East,Sneha,Electronics,Phone,12,12461,149532,12324.47,16260.06,10.87,Net Banking
3130,08-06-2026,June,South,Rahul,Appliances,Air Conditioner,14,48561,679854,105970.35,140439.05,20.66,Net Banking
3131,02-05-2026,May,West,Sneha,Electronics,Laptop,7,77790,544530,76376.17,150669.78,27.67,Cash
3132,22-06-2025,June,South,Rohit,Appliances,Air Conditioner,7,67087,469609,76457.21,44653.34,9.51,Cash
3133,04-05-2026,May,West,Rohit,Furniture,Table,8,2413,19304,1269.58,5865.55,30.39,Net Banking
3134,18-01-2025,January,East,Sneha,Furniture,Table,14,11203,156842,14130.57,55247.97,35.23,Card
3135,03-06-2026,June,North,Rahul,Electronics,Monitor,11,17874,196614,38138.26,-1311.13,-0.67,Card
3136,06-05-2025,May,West,Sneha,Electronics,Laptop,3,45579,136737,15241.98,15148.67,11.08,Card
3137,29-03-2025,March,East,Neha,Appliances,Microwave,15,13373,200595,4789.64,33226.47,16.56,Net Banking
3138,19-09-2025,September,East,Rohit,Office Supplies,Notebook,4,13105,52420,4032.14,19214.6,36.66,Card
3139,13-11-2025,November,East,Kiran,Electronics,Keyboard,3,39917,119751,8388.59,41186.64,34.39,Net Banking
3140,14-04-2026,April,West,Kiran,Appliances,Mixer,15,27312,409680,58618.31,51298.75,12.52,Card
3141,11-05-2026,May,North,Kiran,Furniture,Bookshelf,12,49143,589716,34056.13,151849.2,25.75,Net Banking
3142,06-01-2026,January,South,Kiran,Electronics,Mouse,15,66981,1004715,154086.57,175288.37,17.45,UPI
3143,14-03-2026,March,East,Rahul,Office Supplies,Marker,15,60739,911085,59390.89,185821.82,20.4,Net Banking
3144,27-05-2025,May,Central,Rohit,Electronics,Phone,8,73531,588248,62916.23,113785.14,19.34,Net Banking
3145,21-08-2025,August,West,Arjun,Furniture,Table,15,24532,367980,45884.97,99913.77,27.15,UPI
3146,13-03-2026,March,South,Anjali,Electronics,Keyboard,3,25490,76470,10750.44,5375.86,7.03,Net Banking
3147,14-08-2025,August,South,Meera,Furniture,Bookshelf,2,43313,86626,14365.07,22237.55,25.67,Card
3148,02-03-2025,March,South,Kiran,Electronics,Laptop,7,47296,331072,34854.51,58193.13,17.58,UPI
3149,15-03-2025,March,East,Rohit,Furniture,Cabinet,9,9357,84213,1193.25,33358,39.61,Net Banking
3150,02-08-2025,August,South,Sneha,Office Supplies,Printer Paper,12,3790,45480,7134.92,12559.85,27.62,UPI
3151,24-02-2026,February,North,Rohit,Electronics,Laptop,5,5213,26065,405.28,7624.56,29.25,Card
3152,19-01-2025,January,North,Priya,Furniture,Cabinet,5,11281,56405,9582.15,11382.38,20.18,Net Banking
3153,17-05-2026,May,South,Anjali,Electronics,Mouse,9,46807,421263,1799.15,112270.44,26.65,Card
3154,09-11-2025,November,South,Neha,Appliances,Air Conditioner,14,13465,188510,4799.83,54092.06,28.69,Cash
3155,31-01-2026,January,Central,Kiran,Electronics,Phone,10,19020,190200,18386.6,40480.37,21.28,Net Banking
3156,05-03-2025,March,North,Anjali,Electronics,Monitor,11,29524,324764,22293.56,62227.32,19.16,Card
3157,19-07-2025,July,North,Arjun,Appliances,Microwave,8,26305,210440,17218.7,40464.45,19.23,UPI
3158,09-06-2025,June,South,Anjali,Office Supplies,Envelope,5,27442,137210,19209.76,14728.22,10.73,Card
3159,21-04-2025,April,North,Rahul,Furniture,Sofa,9,2834,25506,2164.98,2720.42,10.67,UPI
3160,05-12-2025,December,East,Anjali,Electronics,Mouse,7,40748,285236,49663.11,44574.63,15.63,UPI
3161,11-04-2025,April,West,Vikram,Office Supplies,Stapler,12,78334,940008,17979.81,297864.47,31.69,Card
3162,16-08-2025,August,North,Anjali,Furniture,Desk,5,21393,106965,17159.28,18088.02,16.91,Cash
3163,06-10-2025,October,South,Vikram,Appliances,Air Conditioner,14,72974,1021636,112919.6,292756.95,28.66,Cash
3164,25-03-2026,March,East,Vikram,Electronics,Monitor,15,7669,115035,16236.1,16774.3,14.58,UPI
3165,01-04-2025,April,South,Kiran,Electronics,Tablet,4,46251,185004,13360.14,64552.46,34.89,UPI
3166,31-10-2025,October,South,Rahul,Office Supplies,Marker,13,45970,597610,85345.74,47430.94,7.94,Cash
3167,08-01-2025,January,Central,Rahul,Furniture,Desk,14,53531,749434,100489.53,135738.38,18.11,Net Banking
3168,23-07-2025,July,East,Arjun,Electronics,Monitor,14,46879,656306,21500.76,255559.17,38.94,Net Banking
3169,04-03-2026,March,Central,Priya,Electronics,Keyboard,4,12242,48968,8194.2,4159.15,8.49,Card
3170,22-01-2025,January,West,Meera,Appliances,Mixer,15,32721,490815,92469.85,4798.97,0.98,Card
3171,05-09-2025,September,North,Sneha,Appliances,Mixer,13,28055,364715,15104.02,80749.5,22.14,Card
3172,20-02-2026,February,Central,Priya,Furniture,Chair,6,75915,455490,17104.52,139396.33,30.6,Cash
3173,10-07-2025,July,North,Meera,Appliances,Air Conditioner,13,38730,503490,54854.01,128952.61,25.61,Cash
3174,09-08-2025,August,North,Rohit,Furniture,Bookshelf,10,22119,221190,27199.36,16083.99,7.27,Cash
3175,09-07-2025,July,East,Neha,Appliances,Refrigerator,7,78137,546959,98051.15,99038.23,18.11,Cash
3176,22-01-2026,January,North,Priya,Office Supplies,Printer Paper,8,38248,305984,48949.25,23739.78,7.76,Card
3177,15-03-2026,March,Central,Arjun,Electronics,Laptop,12,42773,513276,57234.46,107628.1,20.97,Cash
3178,04-01-2026,January,East,Meera,Electronics,Monitor,14,79721,1116094,14605.07,339385.38,30.41,Cash
3179,19-01-2026,January,Central,Rahul,Office Supplies,Stapler,2,57084,114168,21645.9,818.15,0.72,Net Banking
3180,01-01-2026,January,West,Arjun,Office Supplies,Envelope,7,75622,529354,33186.11,129368.85,24.44,UPI
3181,03-03-2026,March,Central,Vikram,Appliances,Refrigerator,9,36208,325872,27473.47,56687.1,17.4,Card
3182,28-08-2025,August,North,Priya,Electronics,Keyboard,4,47949,191796,26514.42,11038.04,5.76,UPI
3183,16-02-2026,February,West,Vikram,Furniture,Bookshelf,5,55287,276435,2182.12,62545.25,22.63,Cash
3184,03-03-2025,March,East,Priya,Furniture,Bookshelf,6,43168,259008,31392.46,50894.08,19.65,UPI
3185,11-06-2026,June,North,Neha,Appliances,Refrigerator,2,18494,36988,6837.45,3588.44,9.7,Net Banking
3186,24-01-2025,January,North,Priya,Electronics,Tablet,2,614,1228,43.4,337.55,27.49,Cash
3187,22-02-2026,February,West,Vikram,Office Supplies,Printer Paper,9,16187,145683,12898.82,26333.86,18.08,Net Banking
3188,27-01-2025,January,East,Vikram,Electronics,Mouse,15,58298,874470,165517.4,68597.92,7.84,Net Banking
3189,24-05-2026,May,North,Priya,Appliances,Microwave,14,60356,844984,9228.84,221011.8,26.16,Net Banking
3190,13-02-2025,February,Central,Anjali,Electronics,Tablet,15,36698,550470,98801.91,85042.49,15.45,Cash
3191,18-12-2025,December,West,Rohit,Electronics,Keyboard,1,64196,64196,7330.55,20667.89,32.19,Net Banking
3192,03-12-2025,December,Central,Rahul,Office Supplies,Pen Set,12,33950,407400,41680.03,117724.57,28.9,UPI
3193,05-11-2025,November,West,Vikram,Appliances,Microwave,8,12538,100304,9379.63,10099.04,10.07,Cash
3194,04-05-2026,May,West,Arjun,Appliances,Air Conditioner,8,74824,598592,44321.94,103717.74,17.33,Card
3195,23-09-2025,September,West,Arjun,Furniture,Desk,10,16877,168770,17548.29,53584.04,31.75,Card
3196,21-02-2026,February,West,Kiran,Electronics,Monitor,13,52019,676247,46240.29,249352.75,36.87,Cash
3197,06-12-2025,December,West,Neha,Furniture,Table,8,32564,260512,35035.32,27073.88,10.39,Net Banking
3198,27-05-2025,May,North,Priya,Appliances,Washing Machine,14,35366,495124,58139.17,38738.98,7.82,UPI
3199,03-07-2025,July,East,Priya,Appliances,Air Conditioner,7,52875,370125,70947.65,61422.62,16.6,Cash
3200,08-04-2026,April,West,Priya,Electronics,Laptop,11,16275,179025,20703.05,34385.32,19.21,UPI
3201,17-03-2025,March,West,Rahul,Furniture,Cabinet,5,62064,310320,18539.09,72641.05,23.41,Cash
3202,27-08-2025,August,West,Anjali,Electronics,Mouse,8,46695,373560,12295.4,63231.26,16.93,Card
3203,28-10-2025,October,North,Neha,Electronics,Mouse,12,63224,758688,75832.33,175273.48,23.1,Card
3204,18-02-2026,February,North,Meera,Appliances,Microwave,7,77496,542472,48461.39,126822.56,23.38,Card
3205,11-02-2026,February,South,Kiran,Furniture,Cabinet,11,33380,367180,52519.05,34312.78,9.34,Net Banking
3206,17-07-2025,July,South,Anjali,Electronics,Mouse,11,18425,202675,24777,28097.51,13.86,Card
3207,26-04-2025,April,East,Vikram,Furniture,Sofa,5,50873,254365,50200.84,32832.8,12.91,Net Banking
3208,21-05-2026,May,North,Rohit,Office Supplies,Pen Set,13,10755,139815,10617.78,39149.04,28,Net Banking
3209,15-08-2025,August,South,Arjun,Electronics,Laptop,4,60484,241936,5104.17,98611.03,40.76,Cash
3210,26-05-2026,May,West,Arjun,Furniture,Bookshelf,4,57671,230684,12578.04,50243.15,21.78,Net Banking
3211,22-07-2025,July,East,Meera,Electronics,Laptop,4,47330,189320,32887.93,43862.76,23.17,Cash
3212,24-03-2025,March,North,Neha,Electronics,Tablet,15,63297,949455,85263.85,326127.45,34.35,Net Banking
3213,03-04-2025,April,Central,Rohit,Furniture,Sofa,10,30042,300420,36309.46,72731.93,24.21,Cash
3214,10-01-2025,January,Central,Meera,Electronics,Laptop,11,42530,467830,58288.11,75781.06,16.2,Net Banking
3215,16-04-2026,April,East,Rohit,Office Supplies,Pen Set,6,25601,153606,3582.84,30200.27,19.66,Card
3216,15-01-2025,January,South,Vikram,Office Supplies,Stapler,11,75834,834174,139019.49,218708.25,26.22,Cash
3217,26-07-2025,July,Central,Neha,Electronics,Mouse,12,23468,281616,45620.93,36327.21,12.9,Net Banking
3218,19-03-2026,March,South,Anjali,Furniture,Chair,14,38386,537404,55632.22,126589.21,23.56,UPI
3219,13-05-2025,May,South,Sneha,Office Supplies,Marker,5,70449,352245,66573.38,10231.32,2.9,Cash
3220,22-11-2025,November,South,Priya,Office Supplies,Envelope,4,9803,39212,466.7,10235.79,26.1,Cash
3221,25-05-2025,May,South,Arjun,Appliances,Washing Machine,13,15278,198614,34988.85,13721.85,6.91,UPI
3222,19-08-2025,August,South,Meera,Furniture,Chair,12,36891,442692,3004.59,168426.02,38.05,UPI
3223,13-07-2025,July,South,Rohit,Electronics,Keyboard,1,48198,48198,4461.77,12111.87,25.13,UPI
3224,07-05-2026,May,East,Anjali,Office Supplies,Pen Set,4,23726,94904,438.44,27511.07,28.99,Cash
3225,13-01-2026,January,West,Arjun,Electronics,Phone,9,34887,313983,51461.65,59099.75,18.82,Card
3226,21-05-2025,May,South,Anjali,Furniture,Chair,6,55830,334980,30858.13,49015.39,14.63,Net Banking
3227,16-06-2025,June,North,Kiran,Appliances,Microwave,5,54821,274105,21592.12,97460.01,35.56,UPI
3228,10-05-2026,May,East,Vikram,Appliances,Microwave,5,61625,308125,58255.62,76044.36,24.68,Net Banking
3229,07-02-2025,February,West,Rahul,Office Supplies,Stapler,8,33689,269512,49393.36,46300.14,17.18,Card
3230,24-03-2025,March,South,Meera,Furniture,Table,6,4168,25008,3296.9,4880,19.51,Net Banking
3231,05-04-2025,April,West,Neha,Appliances,Microwave,15,21530,322950,47558.96,38270.1,11.85,Cash
3232,13-06-2025,June,North,Rahul,Electronics,Tablet,11,38453,422983,81300.52,44471.82,10.51,UPI
3233,16-02-2026,February,North,Kiran,Office Supplies,Pen Set,3,18676,56028,5116.12,16771.22,29.93,UPI
3234,30-12-2025,December,East,Meera,Electronics,Mouse,6,4501,27006,3618.76,8226.51,30.46,Net Banking
3235,19-03-2025,March,Central,Rahul,Electronics,Mouse,11,22837,251207,30376.89,34918.08,13.9,Card
3236,19-01-2025,January,East,Anjali,Furniture,Desk,13,69881,908453,98247.57,227481.66,25.04,Net Banking
3237,22-11-2025,November,East,Rohit,Electronics,Monitor,6,51860,311160,58668.08,-1130.02,-0.36,Cash
3238,04-01-2025,January,Central,Neha,Appliances,Mixer,9,58794,529146,53056.27,97765.83,18.48,UPI
3239,19-06-2025,June,Central,Rahul,Appliances,Microwave,1,7161,7161,559.49,1266.64,17.69,Net Banking
3240,19-04-2025,April,North,Arjun,Furniture,Cabinet,11,63581,699391,75865.63,92210.81,13.18,Net Banking
3241,03-04-2026,April,North,Rahul,Electronics,Mouse,10,35850,358500,36439.39,37998.55,10.6,Net Banking
3242,24-01-2026,January,North,Meera,Furniture,Cabinet,13,75664,983632,191473.98,-12097.34,-1.23,UPI
3243,30-01-2026,January,North,Arjun,Appliances,Refrigerator,12,26658,319896,51933.19,24138.11,7.55,Net Banking
3244,06-04-2026,April,North,Meera,Appliances,Mixer,5,16002,80010,15482.1,390.79,0.49,Cash
3245,29-12-2025,December,South,Kiran,Office Supplies,Envelope,4,67882,271528,6165.79,68565.85,25.25,Net Banking
3246,20-12-2025,December,East,Kiran,Appliances,Air Conditioner,14,56261,787654,126864.87,18477.81,2.35,Cash
3247,22-09-2025,September,Central,Sneha,Furniture,Table,3,37788,113364,20715.61,7855.24,6.93,UPI
3248,25-01-2026,January,Central,Arjun,Appliances,Microwave,10,64761,647610,2638.67,243713.92,37.63,Cash
3249,06-01-2026,January,North,Meera,Furniture,Table,7,45226,316582,48171.29,47244.5,14.92,Card
3250,12-04-2026,April,South,Sneha,Office Supplies,Envelope,10,19423,194230,27504.37,51344.13,26.43,Cash
3251,19-08-2025,August,South,Sneha,Electronics,Monitor,12,59264,711168,74210.5,64175.8,9.02,UPI
3252,17-02-2026,February,North,Meera,Office Supplies,Printer Paper,7,12233,85631,59.66,18966.73,22.15,Cash
3253,16-04-2026,April,South,Anjali,Appliances,Washing Machine,1,34594,34594,4000.18,5652.09,16.34,Card
3254,03-06-2025,June,South,Arjun,Furniture,Sofa,13,32314,420082,25765.97,65929.31,15.69,UPI
3255,09-03-2026,March,East,Priya,Electronics,Tablet,1,58924,58924,4425.2,12449.21,21.13,Cash
3256,19-02-2026,February,East,Anjali,Electronics,Phone,3,48681,146043,24325.22,4220.77,2.89,Card
3257,09-04-2026,April,North,Priya,Electronics,Mouse,3,54135,162405,21397.72,51351.14,31.62,Net Banking
3258,28-01-2026,January,West,Kiran,Appliances,Microwave,11,42106,463166,72327.35,93881.34,20.27,Cash
3259,10-08-2025,August,West,Neha,Furniture,Desk,14,34527,483378,42264.26,142892.45,29.56,Net Banking
3260,05-01-2026,January,North,Priya,Furniture,Bookshelf,5,70774,353870,40579.88,108664.4,30.71,Card
3261,22-03-2025,March,South,Neha,Furniture,Bookshelf,13,67584,878592,24693.12,245605.89,27.95,Cash
3262,09-07-2025,July,West,Anjali,Office Supplies,Printer Paper,9,40822,367398,27089.1,114055.66,31.04,Net Banking
3263,22-02-2026,February,Central,Kiran,Office Supplies,Printer Paper,6,30278,181668,7718.51,72102.96,39.69,UPI
3264,16-01-2025,January,East,Kiran,Appliances,Mixer,2,45104,90208,14800.46,19252.28,21.34,UPI
3265,30-03-2026,March,South,Vikram,Appliances,Air Conditioner,1,3807,3807,492.54,527.33,13.85,Net Banking
3266,01-02-2026,February,Central,Neha,Appliances,Air Conditioner,14,25553,357742,37526.07,80759.83,22.57,Card
3267,18-08-2025,August,North,Anjali,Electronics,Laptop,8,6527,52216,6393.68,8487.14,16.25,UPI
3268,01-08-2025,August,West,Anjali,Office Supplies,Envelope,15,20754,311310,2001.61,89591.17,28.78,Card
3269,07-03-2025,March,West,Priya,Furniture,Sofa,12,4642,55704,4056.74,18732.83,33.63,UPI
3270,19-11-2025,November,East,Arjun,Electronics,Monitor,8,54969,439752,64848.81,48049.66,10.93,Net Banking
3271,03-02-2025,February,North,Vikram,Furniture,Cabinet,14,50430,706020,82273.14,117487.55,16.64,Card
3272,05-04-2025,April,East,Sneha,Furniture,Table,5,46551,232755,12019.91,69250.39,29.75,Net Banking
3273,28-09-2025,September,South,Arjun,Appliances,Air Conditioner,6,20058,120348,18101.3,15643.97,13,Card
3274,05-05-2025,May,South,Rahul,Office Supplies,Notebook,11,9136,100496,5985.63,36209.63,36.03,Cash
3275,27-11-2025,November,Central,Anjali,Office Supplies,Marker,6,70920,425520,15217.34,122804.86,28.86,Cash
3276,05-04-2025,April,South,Priya,Office Supplies,Stapler,13,68816,894608,123413.79,219093.77,24.49,Net Banking
3277,12-04-2025,April,East,Neha,Office Supplies,Stapler,2,56368,112736,2700.42,29132.2,25.84,Net Banking
3278,02-01-2026,January,East,Rahul,Appliances,Washing Machine,3,49511,148533,918.03,50370,33.91,UPI
3279,20-03-2025,March,South,Rahul,Furniture,Chair,13,43236,562068,33768.93,69698.67,12.4,UPI
3280,19-08-2025,August,West,Neha,Office Supplies,Pen Set,13,32757,425841,8779.92,123787.39,29.07,Net Banking
3281,01-03-2026,March,East,Arjun,Furniture,Chair,9,76157,685413,14134.49,114475.15,16.7,Cash
3282,13-03-2025,March,North,Rahul,Electronics,Monitor,4,64863,259452,51821.65,53611,20.66,Cash
3283,12-05-2025,May,East,Sneha,Furniture,Desk,15,69879,1048185,178684.47,107695.77,10.27,Cash
3284,19-05-2026,May,South,Neha,Office Supplies,Pen Set,4,3259,13036,983.54,2382.16,18.27,Net Banking
3285,25-10-2025,October,West,Rohit,Office Supplies,Marker,15,74592,1118880,119065.58,372779.75,33.32,UPI
3286,22-06-2025,June,South,Meera,Appliances,Microwave,5,36108,180540,9903.68,66782.21,36.99,Cash
3287,06-03-2025,March,South,Rohit,Office Supplies,Stapler,3,51628,154884,21776.39,26387.74,17.04,Card
